,x,y,yaw,xy err,speed_err,rewards
57,6.293303962428412,0.4878727454228826,-2.633250320691506,1.0675666697465627,1.0,-0.034783334873281335
58,6.173015570011121,0.39446370128735375,-2.298243729526388,1.032205611045054,1.0,-0.017102805522526965
59,6.096139362316015,0.28281530300320623,-2.0155382513664084,1.0664739670493597,1.0,-0.034236983524679854
60,6.050881001217304,0.13735531747034996,-1.691527465697612,1.1935076073758555,1.0,-0.09775380368792774
61,6.052953787134923,0.0019361345989955202,-1.374154684081403,1.3834654703157994,1.0,-0.19273273515789968
62,6.090837798041496,-0.11037929167330907,-1.0618742580872285,1.5716583490719946,1.0,-0.2868291745359973
63,6.163048421552487,-0.20420675604843377,-0.7065798025682818,1.7102787573732967,1.0,-0.35613937868664836
64,6.280617369575169,-0.2702573867040307,-0.2526162622600534,1.7682336615809413,1.0,-0.38511683079047065
65,6.431790383289831,-0.27267058245528725,0.2837248378970573,1.7437012797669946,1.0,-0.3728506398834973
66,6.537544817218611,-0.21996110657269174,0.6996708939081699,1.6943008249439049,1.0,-0.34815041247195244
67,6.620913574575067,-0.11402988568124932,1.163879949171874,1.6289541228540907,1.0,-0.31547706142704535
68,6.6489307923417975,0.01791339797312917,1.611748476579096,1.5686641709683435,1.0,-0.28533208548417177
69,6.617947583149322,0.14927045462277214,2.0436057061268293,1.5210900799711862,1.0,-0.2615450399855931
70,6.535451505998196,0.2561632959943366,2.4619091651146645,1.4900775747685255,1.0,-0.24603878738426277
71,6.433068502361518,0.31559382154667037,2.818830133333414,1.4783067638513412,1.0,-0.2401533819256706
72,6.2824675251770605,0.3339128100613762,-3.011192889019985,1.4807407511016177,1.0,-0.24137037555080887
73,6.153667960469218,0.29314624739603573,-2.608514160335982,1.4947942520738606,1.0,-0.24839712603693032
74,6.051275161948911,0.2050404466057766,-2.2024079428514582,1.5147301134611058,1.0,-0.2583650567305529
75,6.002248641077716,0.11604293913955564,-1.8942157286685337,1.530160638564221,1.0,-0.2660803192821105
76,5.982647185941057,0.016350837488829793,-1.583112234141788,1.544317871825679,1.0,-0.27315893591283946
77,5.994630424214219,-0.0845331145603682,-1.2690340801831452,1.5555674468621985,1.0,-0.27878372343109925
78,6.028186619957594,-0.16237221942746458,-1.0053219853455748,1.5621063587301993,1.0,-0.28205317936509966
79,6.093465891745088,-0.24020254660291676,-0.687096934208359,1.5664368301970684,1.0,-0.2842184150985342
80,6.195705864429861,-0.29976996784963306,-0.31456924072315345,1.5673246359489532,1.0,-0.2846623179744766
81,6.329588608665015,-0.3170129159814264,0.11170985627789642,1.5639639324065324,1.0,-0.2829819662032662
82,6.458630414756809,-0.27737714607818337,0.5373365736880001,1.5578215849900077,1.0,-0.27991079249500384
83,6.559850712493425,-0.1880510919384123,0.9614817243866494,1.5508331874308006,1.0,-0.2764165937154003
84,6.61860142304444,-0.048315833474431316,1.4365118907252405,1.5438261466780046,1.0,-0.2729130733390023
85,6.618875868316532,0.05327305385597778,1.751928903385096,1.5404030218864566,1.0,-0.2712015109432283
86,6.579583001140147,0.1649071598089982,2.1187775950379812,1.5380615831427953,1.0,-0.27003079157139764
87,6.515797904411801,0.24398119212055716,2.4326217668828356,1.5373240230729817,1.0,-0.26966201153649083
88,6.382736793017799,0.31664740311535977,2.9030930719724966,1.5378494413439574,1.0,-0.2699247206719787
89,6.247918678418702,0.3241390083042328,-2.961815051422528,1.539501765180692,1.0,-0.27075088259034596
90,6.107641633727137,0.2666321707773196,-2.4908398693439078,1.5420106591257459,1.0,-0.27200532956287293
91,6.016932851673238,0.16661886892625782,-2.07154092369775,1.5441014228215217,1.0,-0.27305071141076087
92,5.977092838243409,0.0551808319333203,-1.7041727398414275,1.5455348725067526,1.0,-0.2737674362533763
93,5.974690195726973,-0.029550799843241188,-1.4415292861212345,1.5462499811070298,1.0,-0.2741249905535149
94,6.000871843929951,-0.1277085632516921,-1.1261429173963018,1.5467340603390858,1.0,-0.2743670301695429
95,6.067928089880373,-0.2252201017598976,-0.7580366697671606,1.5468647808060099,1.0,-0.27443239040300493
96,6.165583180726329,-0.2920668641859547,-0.38988729647338255,1.5466362391536523,1.0,-0.27431811957682617
97,6.297748286028442,-0.31966003208034255,0.030818740652592158,1.5460648411132194,1.0,-0.2740324205566097
98,6.429660048784451,-0.2908769792276132,0.4513872324596906,1.5453584160661247,1.0,-0.27367920803306234
99,6.538331921470055,-0.2107531172903896,0.8717727584883352,1.544686488435031,1.0,-0.27334324421751555
100,6.599322097715575,-0.10933516708386241,1.2394538337700052,1.5442268781136566,1.0,-0.2731134390568283
101,6.618343161230576,-0.026731009197849834,1.5019880297708106,1.544015512675124,1.0,-0.273007756337562
